Date,Open,High,Low,Close,Adj Close,Volume
2012-04-23,226.500000,227.949997,210.100006,212.550003,193.113281,108549450
2012-04-30,213.100006,216.985001,198.600006,199.625000,181.370224,78415990
2012-05-07,194.600006,204.889999,182.100006,185.360001,168.409683,181519250
2012-05-14,186.100006,195.699997,180.229996,194.054993,176.309570,202698590
2012-05-21,196.000000,204.000000,192.050003,200.690002,182.337845,176043360
2012-05-28,201.899994,214.990005,201.695007,202.824997,187.636826,183113190
2012-06-04,199.220001,219.160004,197.404999,217.945007,201.624588,161132550
2012-06-11,220.000000,224.399994,213.259995,218.309998,201.962250,159288430
2012-06-18,221.600006,223.190002,205.600006,215.779999,199.621689,185529090
2012-06-25,216.110001,220.000000,207.404999,215.899994,199.732727,143114460
2012-07-02,216.979996,223.964996,216.000000,222.264999,205.621078,120832140
2012-07-09,219.800003,225.255005,217.115005,217.845001,201.532074,100257170
2012-07-16,218.500000,222.335007,212.705002,213.199997,197.234924,93011940
2012-07-23,211.199997,212.380005,193.149994,194.100006,179.565201,116243270
2012-07-30,195.125000,204.494995,194.100006,200.535004,185.518311,144017510
2012-08-06,203.479996,208.895004,187.600006,188.774994,174.638916,216046760
2012-08-13,189.199997,192.994995,185.850006,189.705002,175.499298,145913340
2012-08-20,189.705002,193.300003,188.354996,189.384995,175.203247,84863880
